text,file,path
cái mặt lý để bị nội khoa bệnh về rối loạn trong chảy máu thì nó gây nên một cái tình trạng là,VietMed_002/198.0000_204.0000,wav_test_audio/VietMed_002/198.0000_204.0000.wav
rong kinh rong huyết kéo dài do không không cầm máu được ngoài ra thì do những,VietMed_002/204.0000_211.0000,wav_test_audio/VietMed_002/204.0000_211.0000.wav
trường hợp do sử dụng những cái nội tiết mà nó nó không đúng thì nó gây ra những cái tác dụng ngược ví dụ như là,VietMed_002/211.0000_218.0000,wav_test_audio/VietMed_002/211.0000_218.0000.wav
trong những trường hợp mà bệnh nhân dùng thuốc ngừa thai mà ví dụ ngừa thai mà loại tiêm,VietMed_002/218.0000_226.0000,wav_test_audio/VietMed_002/218.0000_226.0000.wav
chỉ có một loại progesterone thì như vậy thì nó dẫn đến trường hợp là làm cho giảm,VietMed_002/226.0000_233.0000,wav_test_audio/VietMed_002/226.0000_233.0000.wav
estrogen thì nó sẽ gây ra chảy máu kéo dài cái đây là một trong những triệu chứng của những bệnh nhân mà dùng dùng,VietMed_002/233.0000_239.0000,wav_test_audio/VietMed_002/233.0000_239.0000.wav
thuốc tránh thai mà đường tim tức là ba tháng sáu tháng có tiêm một mũi á thì nó,VietMed_002/239.0000_245.0000,wav_test_audio/VietMed_002/239.0000_245.0000.wav
hay gây nên các triệu chứng là ra máu âm đạo của ít một và một số trường hợp là bệnh nhân điều,VietMed_002/245.0000_253.0000,wav_test_audio/VietMed_002/245.0000_253.0000.wav
trị bệnh ung thư vú chẳng hạn bằng tamoxifen này kéo dài thì nó cũng hay gây nên ra máu âm đạo bất thường,VietMed_002/253.0000_260.0000,wav_test_audio/VietMed_002/253.0000_260.0000.wav
một số trường hợp bệnh nhân dùng những thuốc thuốc chống đông,VietMed_002/260.0000_265.0000,wav_test_audio/VietMed_002/260.0000_265.0000.wav
người mà mà họ bị bệnh lý về tim mạch phải đặt những stent hoặc phẫu thuật tim mạch chẳng hạn thì phải dùng những thuốc,VietMed_002/265.0000_272.0000,wav_test_audio/VietMed_002/265.0000_272.0000.wav
chống đông thì nó có thể gây nên chảy máu,VietMed_002/272.0000_278.0000,wav_test_audio/VietMed_002/272.0000_278.0000.wav
về nguyên nhân chức chức năng chức năng cơ năng thì mình sẽ có tùy theo các nhóm,VietMed_002/278.0000_285.0000,wav_test_audio/VietMed_002/278.0000_285.0000.wav
tuổi nhóm tuổi dậy thì thường là rối loạn phóng noãn tức là lúc đó là buồng trứng,VietMed_002/285.0000_290.0000,wav_test_audio/VietMed_002/285.0000_290.0000.wav
vòng kinh không phóng noãn và tuổi sinh sản và ở tuổi mãn kinh thì lạ hay gặp,VietMed_002/297.0000_304.0000,wav_test_audio/VietMed_002/297.0000_304.0000.wav
những nguyên nhân thực thể tức là tuổi mãn kinh mà nếu mà rong kinh rong huyết thì chỉ một tỷ lớn tỷ lệ lớn là,VietMed_002/304.0000_312.0000,wav_test_audio/VietMed_002/304.0000_312.0000.wav
những nguyên nhân là là ung thư ung thư đường sinh dục gây nên ra máu âm đạo bất thường,VietMed_002/312.0000_317.0000,wav_test_audio/VietMed_002/312.0000_317.0000.wav
tuổi sinh sản thì hay gặp là u xơ tử cung,VietMed_002/317.0000_321.0000,wav_test_audio/VietMed_002/317.0000_321.0000.wav
hai nhóm nguyên nhân là nguyên nhân thực thể và nguyên nhân chức năng có nguyên nhân,VietMed_002/325.0000_330.0000,wav_test_audio/VietMed_002/325.0000_330.0000.wav
thực thể thì mình sẽ điều trị theo nguyên nhân còn nếu không có nguyên nhân,VietMed_002/330.0000_336.0000,wav_test_audio/VietMed_002/330.0000_336.0000.wav
thực thể mà do nguyên nhân chức năng thì mình sẽ điều trị bằng nội tiết lại chủ,VietMed_002/336.0000_341.0000,wav_test_audio/VietMed_002/336.0000_341.0000.wav
yếu thì điều trị bằng nội tiết là chủ yếu,VietMed_002/341.0000_349.0000,wav_test_audio/VietMed_002/341.0000_349.0000.wav
nhưng tùy theo thấy nhóm tuổi thì mình phải có những cái thuốc hiệu khác nhau để em biết rằng á biết sơ thôi,VietMed_002/349.0000_356.0000,wav_test_audio/VietMed_002/349.0000_356.0000.wav
là khi điều trị bằng nội tiết để mà điều trị rong kinh rong huyết thì có hai,VietMed_002/356.0000_361.0000,wav_test_audio/VietMed_002/356.0000_361.0000.wav
nhóm thuốc chính đó là nhóm thứ nhất là cholesterol mà nhóm thứ hai là estrogen,VietMed_002/361.0000_367.0000,wav_test_audio/VietMed_002/361.0000_367.0000.wav
thì tùy theo cái độ tuổi mà tùy theo cái độ dày mỏng,VietMed_002/367.0000_373.0000,wav_test_audio/VietMed_002/367.0000_373.0000.wav
của nội mạc tử cung thì mình sẽ có những cái điều trị cho nó phù hợp bây giờ điều trị cái đầu tiếc này nó giống như,VietMed_002/373.0000_379.0000,wav_test_audio/VietMed_002/373.0000_379.0000.wav
là con dao hai lưỡi vậy nếu như mà mình mình điều trị không đúng thì không nhận làm cho nó cầm máu thì nó lại ra máu,VietMed_002/379.0000_386.0000,wav_test_audio/VietMed_002/379.0000_386.0000.wav
nhiều hơn ví dụ bây giờ bệnh nhân này đúng ra là phải điều trị estrogen thì mấy em lại cho cholesterol cả thì nó sẽ,VietMed_002/386.0000_393.0000,wav_test_audio/VietMed_002/386.0000_393.0000.wav
phải không hết ra máu thì cái này điều trị mà muốn cho cái thuốc này nó đúng thì mình phải có một số kinh nghiệm nó,VietMed_002/393.0000_400.0000,wav_test_audio/VietMed_002/393.0000_400.0000.wav
phụ thuộc vào tuổi thuộc nào kia độ dày mỏng của của nội mạc tử cung nữa,VietMed_002/400.0000_410.0000,wav_test_audio/VietMed_002/400.0000_410.0000.wav
bây giờ về mặt thăm khám á thì khi đứng trước một bệnh nhân rong kinh rong huyết,VietMed_002/410.0000_416.0000,wav_test_audio/VietMed_002/410.0000_416.0000.wav
á thì rất là quan trọng là mình phải xác định được là cái nguồn gốc chảy máu tức,VietMed_002/416.0000_421.0000,wav_test_audio/VietMed_002/416.0000_421.0000.wav
là cái cái dòng máu này nó chạy ra từ từ đâu không thì muốn biết như vậy mình phải thăm khám qua đối với những trường,VietMed_002/421.0000_428.0000,wav_test_audio/VietMed_002/421.0000_428.0000.wav
hợp mà bệnh nhân đã quan hệ nhất thiết phải đặt bỏ việc để xem thử là máu thì nó chạy ra gì đâu bây giờ mình sẽ,VietMed_002/428.0000_435.0000,wav_test_audio/VietMed_002/428.0000_435.0000.wav
nói kỹ hơn ở cái phân tiếp cận bệnh nhân bị rong kinh rong huyết về xác định,VietMed_002/435.0000_440.0000,wav_test_audio/VietMed_002/435.0000_440.0000.wav
nguyên nhân đó thì mọi chuyện mà thăm hỏi vì mình phải cần phải có thêm một số,VietMed_002/440.0000_446.0000,wav_test_audio/VietMed_002/440.0000_446.0000.wav
xét nghiệm nữa thì mình hay dùng xét nghiệm mà mình không thể thiếu được đó là mà,VietMed_002/446.0000_451.0000,wav_test_audio/VietMed_002/446.0000_451.0000.wav
siêu âm tử cung buồng trứng để mình xem thử là có khối u dây của bộ phận sinh,VietMed_002/451.0000_457.0000,wav_test_audio/VietMed_002/451.0000_457.0000.wav
dục hay không là cái thứ ba cũng không kém phần quan trọng là phải xác định được mức độ máu mắt vì rất nhiều trường,VietMed_002/457.0000_464.0000,wav_test_audio/VietMed_002/457.0000_464.0000.wav
hợp là bệnh nhân rong kinh rong huyết thì khi vào việc đã biểu hiện ở mức độ là thiếu máu rất là nặng hả mà phải,VietMed_002/464.0000_470.0000,wav_test_audio/VietMed_002/464.0000_470.0000.wav
chuyền đầu tiên là phải truyền máu để bầu lại trước cái đã sau đó mình mới tìm nguyên nhân để mình xử trí như vậy là có,VietMed_002/470.0000_477.0000,wav_test_audio/VietMed_002/470.0000_477.0000.wav
ba vấn đề quan trọng thứ nhất là xác định là nguồn gốc chảy máu thứ hai là phải tìm tìm nguyên nhân và thứ ba là,VietMed_002/477.0000_483.0000,wav_test_audio/VietMed_002/477.0000_483.0000.wav
phải xác định rõ mức độ mất máu,VietMed_002/483.0000_488.0000,wav_test_audio/VietMed_002/483.0000_488.0000.wav
vì về cận lâm sàng thì ngoài cái công thức máu để biết được mức độ mất máu của,VietMed_002/488.0000_494.0000,wav_test_audio/VietMed_002/488.0000_494.0000.wav
bệnh nhân thì có một số xét nghiệm đó là chức năng gan thận biết mình xem thử cái chức năng mình để trong những trường,VietMed_002/494.0000_500.0000,wav_test_audio/VietMed_002/494.0000_500.0000.wav
hợp mà suy gan chẳng hạn để nó sẽ làm cho các chức năng đông máu đó bị ảnh hưởng nên rất là quan trọng về nội tiết,VietMed_002/500.0000_507.0000,wav_test_audio/VietMed_002/500.0000_507.0000.wav
progesterone đây là hcv và cho bệnh nhân đi đi siêu âm phụ khoa,VietMed_002/515.0000_522.0000,wav_test_audio/VietMed_002/515.0000_522.0000.wav
những trường hợp khó khăn thì có thể cho thêm ct hoặc là mri còn lại những cái xác nhận khác đó là,VietMed_002/522.0000_529.0000,wav_test_audio/VietMed_002/522.0000_529.0000.wav
làm như tế bào âm đạo để tầm soát ung thư cổ tử cung này nội soi vùng tử cung cái này thì ít dùng hơn nhưng mà một cái,VietMed_002/529.0000_537.0000,wav_test_audio/VietMed_002/529.0000_537.0000.wav
ba xét nghiệm chẩn đoán rong kinh rong huyết thì ba cách xác nhận không thể thiếu được đó là,VietMed_002/537.0000_543.0000,wav_test_audio/VietMed_002/537.0000_543.0000.wav
thứ nhất là hcv để xem thể bệnh nhân có có thai hay không thứ hai là công,VietMed_002/543.0000_548.0000,wav_test_audio/VietMed_002/543.0000_548.0000.wav
thức máu để xem từng bệnh nhân có bị thiếu máu hay không cái thứ ba là siêu âm tử cung buồng trứng ba cái đó là,VietMed_002/548.0000_555.0000,wav_test_audio/VietMed_002/548.0000_555.0000.wav
không thể thiếu được cho đối với một bệnh nhân rong kinh rong huyết,VietMed_002/555.0000_564.0000,wav_test_audio/VietMed_002/555.0000_564.0000.wav
về nguyên tắc điều trị rong kinh rong huyết á thì thứ nhất là phải điều trị,VietMed_002/564.0000_570.0000,wav_test_audio/VietMed_002/564.0000_570.0000.wav
nguyên nhân chứ nếu có ví dụ như các u xơ tử cung thì mình phải giải quyết u xơ,VietMed_002/570.0000_575.0000,wav_test_audio/VietMed_002/570.0000_575.0000.wav
tử cung có buồng trứng thì mình sẽ mổ cắt u buồng trứng có nguyên nhân mà,VietMed_002/575.0000_581.0000,wav_test_audio/VietMed_002/575.0000_581.0000.wav
bệnh lý mà rõ không chảy máu thì mình phải điều trị những cái bạn lấy nội khoa này mà cái thứ hai là bằng mọi cách,VietMed_002/581.0000_587.0000,wav_test_audio/VietMed_002/581.0000_587.0000.wav
và làm ngừng đừng tình trạng ra máu cái thứ ba là sau khi đã ạ,VietMed_002/587.0000_593.0000,wav_test_audio/VietMed_002/587.0000_593.0000.wav
ngừng tình trạng ra máu rồi thì bây giờ phải tái lập lại chu kỳ bình thường và,VietMed_002/593.0000_598.0000,wav_test_audio/VietMed_002/593.0000_598.0000.wav
bên cạnh đó là điều trị hỗ trợ nâng cao thể trạng mấy em nhớ lại là nguyên nguyên tắc điều trị,VietMed_002/598.0000_605.0000,wav_test_audio/VietMed_002/598.0000_605.0000.wav
này nha thứ nhất là điều trị nguyên nhân thứ hai là phải ngay lập tức làm ngừng tình trạng ra máu cái thứ ba là sau khi,VietMed_002/605.0000_612.0000,wav_test_audio/VietMed_002/605.0000_612.0000.wav
đã ngừng ra máu rồi thì phải tái lập lại chu kỳ kinh nguyệt bình thường để mà cái chu kỳ sao họ không có bị rong kinh rong huyết nữa,VietMed_002/612.0000_619.0000,wav_test_audio/VietMed_002/612.0000_619.0000.wav
cái thứ tư là điều trị hỗ trợ tăng cao thể trạng rồi thì nhân nay thì có một cái thực tế như thế này ở một số,VietMed_002/619.0000_627.0000,wav_test_audio/VietMed_002/619.0000_627.0000.wav
bệnh nhân khi nào bị rong kinh rong huyết thì họ thiếu hiểu biết cho,VietMed_002/627.0000_632.0000,wav_test_audio/VietMed_002/627.0000_632.0000.wav
nên họ không có đến bệnh viện để khám và họ đến để nhận tiệm thuốc tây để họ mua thuốc thì những tiệm thuốc tây thì,VietMed_002/632.0000_638.0000,wav_test_audio/VietMed_002/632.0000_638.0000.wav
những cô bán thuốc cũng thiếu hiểu biết cho nên bán cho,VietMed_002/638.0000_643.0000,wav_test_audio/VietMed_002/638.0000_643.0000.wav
những cái bệnh nhân này số thuốc uống có thể là progesterone hoặc là estrogen,VietMed_002/643.0000_649.0000,wav_test_audio/VietMed_002/643.0000_649.0000.wav
hoặc là viên thuốc ngừa thai thích hợp chẳng hạn cho những bệnh nhân này uống,VietMed_002/649.0000_656.0000,wav_test_audio/VietMed_002/649.0000_656.0000.wav
thì có một số người sau khi uống những thuốc này thì hết ra máu nhưng mà sau đó,VietMed_002/656.0000_661.0000,wav_test_audio/VietMed_002/656.0000_661.0000.wav
thì uống vài ngày hết ra máu nhưng mà khi ngưng thuốc thì do không không được,VietMed_002/661.0000_667.0000,wav_test_audio/VietMed_002/661.0000_667.0000.wav
tiếp tục tái lập chu kỳ bình thường mới cho nên họ lại tiếp tục bị ra máu lại và họ lại bạn đi cầm cái toa cũ đi,VietMed_002/667.0000_675.0000,wav_test_audio/VietMed_002/667.0000_675.0000.wav
mua mua lại và như vậy phải nó sẽ tạo thành một cái vòng luẩn quẩn cho nên là uống thuốc thì hết ra máu ngưng thuốc,VietMed_002/675.0000_682.0000,wav_test_audio/VietMed_002/675.0000_682.0000.wav
thì ra máu lại và cuối cùng dẫn đấy là bệnh nhân sẽ bị máu nhiều và gây thực trạng thiếu máu mà họ không biết rằng,VietMed_002/682.0000_689.0000,wav_test_audio/VietMed_002/682.0000_689.0000.wav
cần phải đi khám để thứ nhất là phải loại trừ tình trạng có thai cái thứ hai,VietMed_002/689.0000_694.0000,wav_test_audio/VietMed_002/689.0000_694.0000.wav
là tìm tìm hiểu là nguyên nhân chảy máu từ đâu cách ba là phải kiểm tra thử có khối u,VietMed_002/694.0000_701.0000,wav_test_audio/VietMed_002/694.0000_701.0000.wav
nào không nữa thì trước khi mà cho bệnh nhân điều trị nội tiết em phải phải loại trừ ba vấn đề này thứ nhất là,VietMed_002/701.0000_708.0000,wav_test_audio/VietMed_002/701.0000_708.0000.wav
là mẫu này ra từ buồng tử cung thứ ba là siêu âm tử cung buồng trứng bình thường,VietMed_002/714.0000_719.0000,wav_test_audio/VietMed_002/714.0000_719.0000.wav
bình thường thì mình mới cho bệnh nhân điều trị tiếp còn trường hợp nếu mà ra,VietMed_002/719.0000_724.0000,wav_test_audio/VietMed_002/719.0000_724.0000.wav
máu tử cung thì mình phải giải quyết có thể họ bị quá sản cổ tử cung hoặc là ung thư,VietMed_002/724.0000_733.0000,wav_test_audio/VietMed_002/724.0000_733.0000.wav
cổ tử cung thì mình phải điều trị kiểu khác hoặc là họ khối u ở âm đạo,VietMed_002/733.0000_738.0000,wav_test_audio/VietMed_002/733.0000_738.0000.wav
chẳng hạn nếu như mà mình một bệnh nhân mà mà ra máu rong kinh rong huyết là vì,VietMed_002/738.0000_744.0000,wav_test_audio/VietMed_002/738.0000_744.0000.wav
vì chảy máu từ từ cổ tử cung nhưng mà mình không đặt mọi việc mình không phát,VietMed_002/744.0000_750.0000,wav_test_audio/VietMed_002/744.0000_750.0000.wav
hiện được là họ có tổn thương ở cổ tử cung mà mình cứ nghĩ là do do bị rối,VietMed_002/750.0000_756.0000,wav_test_audio/VietMed_002/750.0000_756.0000.wav
loạn kinh nguyệt và mình cho thuốc nội tiết thì như vậy ở những bệnh nhân này nếu mà có uống thuốc nội tiết bao nhiêu,VietMed_002/756.0000_761.0000,wav_test_audio/VietMed_002/756.0000_761.0000.wav
đi nữa thì cũng không không thể hết được như chảy máu này tạo nên cái vấn đề là đặt mỏ vịt luôn luôn phải đặt lên hàng,VietMed_002/761.0000_767.0000,wav_test_audio/VietMed_002/761.0000_767.0000.wav
đầu đối với những bệnh nhân rong kinh rong huyết để tìm tìm kiếm vị trí máu chảy ra từ đâu,VietMed_002/767.0000_778.0000,wav_test_audio/VietMed_002/767.0000_778.0000.wav
mặt lý thuyết đó có rất là nhiều vấn đề ví dụ như là muốn điều trị rong huyết tuổi trẻ thì có rất là nhiều cách có thể,VietMed_002/786.0000_792.0000,wav_test_audio/VietMed_002/786.0000_792.0000.wav
là dùng dùng progesterone có thể là dùng estrogen hoặc là dùng thuốc ngừa thai,VietMed_002/792.0000_797.0000,wav_test_audio/VietMed_002/792.0000_797.0000.wav
alo,VietMed_002/819.0000_824.0000,wav_test_audio/VietMed_002/819.0000_824.0000.wav
nghe thì cái tử cung nó quay về phía bàng quang là nó vẫn là ngã trước,VietMed_002/870.0000_875.0000,wav_test_audio/VietMed_002/870.0000_875.0000.wav
bình thường mà siêu âm ở đường âm đạo thì trước khi,VietMed_002/875.0000_881.0000,wav_test_audio/VietMed_002/875.0000_881.0000.wav
siêu âm là bắt buộc bệnh nhân phải đi đi tiểu cho sạch sạch nước tiểu thì siêu âm,VietMed_002/881.0000_886.0000,wav_test_audio/VietMed_002/881.0000_886.0000.wav
rõ được đó thì đây là cái hình tử cung này hai cái thành tử cung này là siêu âm âm đạo,VietMed_002/886.0000_893.0000,wav_test_audio/VietMed_002/886.0000_893.0000.wav
siêu âm đường bụng nha cái hết cái phần đen đen ở phía đây này là bàng quang siêu âm đường bụng thì đòi hỏi là bệnh,VietMed_002/893.0000_901.0000,wav_test_audio/VietMed_002/893.0000_901.0000.wav
nhân phải bàng quang phải thật là căng tiểu thì nó mới rõ được hai cái này là,VietMed_002/901.0000_906.0000,wav_test_audio/VietMed_002/901.0000_906.0000.wav
ngược nhau nghe nếu siêu âm đường bụng thì cho bệnh nhân uống nước thật cân tiểu còn nếu siêu âm đường âm đạo thì,VietMed_002/906.0000_912.0000,wav_test_audio/VietMed_002/906.0000_912.0000.wav
cho bệnh nhân đi tiểu cho sạch hết nước tiểu rồi thì mình nói cái hình này,VietMed_002/912.0000_919.0000,wav_test_audio/VietMed_002/912.0000_919.0000.wav
như vậy là cái nội mạc tử cung ở bệnh nhân này là là ở mức độ trung bình,VietMed_002/924.0000_930.0000,wav_test_audio/VietMed_002/924.0000_930.0000.wav
cái này trung bình đó bình thường là nội mạc tử cung tử từ ba bốn cho đến khoảng,VietMed_002/930.0000_936.0000,wav_test_audio/VietMed_002/930.0000_936.0000.wav
8 milimet có cái hình máy này thì cái nội mạc tử cung làm em thấy nó mỏng hơn,VietMed_002/936.0000_943.0000,wav_test_audio/VietMed_002/936.0000_943.0000.wav
mạc đại nó mỏng hơn tầm khoảng là bà mẹ không đo nhưng mà cái này tầm khoảng ba bốn milimet,VietMed_002/943.0000_949.0000,wav_test_audio/VietMed_002/943.0000_949.0000.wav
ạ đây là cái nội mạc tử cung u thì vấn đề là mình điều trị nội tiết mình phải phụ,VietMed_002/949.0000_955.0000,wav_test_audio/VietMed_002/949.0000_955.0000.wav
thuộc vào cái nội mạc tử cung này dày hay mỏng để mình trả thuốc đó cho nó phù hợp,VietMed_002/955.0000_962.0000,wav_test_audio/VietMed_002/955.0000_962.0000.wav
và bất cứ một cái tờ giấy siêu âm nào thì khi mà đọc kết quả thì nó sẽ gồm,VietMed_002/962.0000_968.0000,wav_test_audio/VietMed_002/962.0000_968.0000.wav
những cái phần này tức là đầu tiên là họ sẽ đó dap dap tức là ngang tử cung như,VietMed_002/968.0000_975.0000,wav_test_audio/VietMed_002/968.0000_975.0000.wav
thế này đo từ đây tới đây mà đo từ đây tới đây chưa tương tự dap,VietMed_002/975.0000_982.0000,wav_test_audio/VietMed_002/975.0000_982.0000.wav
đo đường kính ngang qua tử cung ở vị trí nào mà đắt nhất thì mình sẽ đo bình,VietMed_002/982.0000_988.0000,wav_test_audio/VietMed_002/982.0000_988.0000.wav
thường là dap này tầm khoảng từ ba mươi đến năm mươi milimet tử cung mà dưới ba mươi milimet tức là tử cung,VietMed_002/988.0000_995.0000,wav_test_audio/VietMed_002/988.0000_995.0000.wav
không phát triển ở người trưởng thành và tử cung dưới ba milimet thì họ sẽ gọi là tử cung nhi hóa thì ở những bệnh nhân mà,VietMed_002/995.0000_1002.0000,wav_test_audio/VietMed_002/995.0000_1002.0000.wav
như hóa như thế này thì thường là họ khó có con hơn con tử cung mà dap này nó,VietMed_002/1002.0000_1009.0000,wav_test_audio/VietMed_002/1002.0000_1009.0000.wav
lớn tập năm lăm milimet trở lên sáu mươi bảy mươi milimet mình đã chẩn đoán được là họ đã bị,VietMed_002/1009.0000_1016.0000,wav_test_audio/VietMed_002/1009.0000_1016.0000.wav
u xơ tử cung tức làm tử cung nó lớn lên thì đây là cái hình hình siêu âm đường bụng,VietMed_002/1016.0000_1022.0000,wav_test_audio/VietMed_002/1016.0000_1022.0000.wav
sẽ đo cái sáng chuyện này nha rồi thì bất cứ một cái tờ siêu âm nào họ đều,VietMed_002/1034.0000_1041.0000,wav_test_audio/VietMed_002/1034.0000_1041.0000.wav
đo là dap là cái thứ nhất cái cái thứ hai là tử cung bao nhiêu milimet cái thứ ba,VietMed_002/1041.0000_1047.0000,wav_test_audio/VietMed_002/1041.0000_1047.0000.wav
nữa là hai phần phụ có gì bất thường không và cái thứ tư là dịch cuối cùng sao có hay không đó là nội dung một cái tờ,VietMed_002/1047.0000_1053.0000,wav_test_audio/VietMed_002/1047.0000_1053.0000.wav
siêu âm tử cung buồng trứng bao giờ cũng phải có những thành phần này và mình sẽ dựa vào kết quả này để mà cho,VietMed_002/1053.0000_1059.0000,wav_test_audio/VietMed_002/1053.0000_1059.0000.wav
thuốc cho nó phù hợp mà đây là trường hợp mà bệnh nhân siêu,VietMed_002/1059.0000_1067.0000,wav_test_audio/VietMed_002/1059.0000_1067.0000.wav
nội mạc mỏng này á thì thường là bệnh nhân đã bị dính buồng tử cung là đây,VietMed_002/1077.0000_1083.0000,wav_test_audio/VietMed_002/1077.0000_1083.0000.wav
những trường hợp này thường là bệnh nhân sẽ bị vô kinh không có kinh bị dính buồng tử cung thì những trường hợp,VietMed_002/1083.0000_1090.0000,wav_test_audio/VietMed_002/1083.0000_1090.0000.wav
nội mạc mỏng này khi mà bị rong kinh rong huyết thì mình phải có cái thuốc gì uống để cho nó tăng cường cái nội mạc,VietMed_002/1090.0000_1097.0000,wav_test_audio/VietMed_002/1090.0000_1097.0000.wav
này nó lên mà những trường hợp này thường là bệnh nhân rất khó có con vì là cái túi thai nó không có cái đắt bị mà,VietMed_002/1097.0000_1105.0000,wav_test_audio/VietMed_002/1097.0000_1105.0000.wav
nó bán và nó làm tổ đây là trường hợp nội mạc tử cung mỏng,VietMed_002/1105.0000_1110.0000,wav_test_audio/VietMed_002/1105.0000_1110.0000.wav
rồi đây là một trường hợp là siêu âm quá qua thành bụng nha cái đen đen này là,VietMed_002/1110.0000_1117.0000,wav_test_audio/VietMed_002/1110.0000_1117.0000.wav
bàng quang này cổ tử cung mà dưới này mà đây là hà,VietMed_002/1117.0000_1122.0000,wav_test_audio/VietMed_002/1117.0000_1122.0000.wav
nội mạc tử cung là bệnh tương đối đối dài cái này cũng tầm khoảng mười milimet đây là,VietMed_002/1122.0000_1129.0000,wav_test_audio/VietMed_002/1122.0000_1129.0000.wav
nội mạc tử cung này tương đối dài khoảng mười milimet rồi bây giờ,VietMed_002/1129.0000_1134.0000,wav_test_audio/VietMed_002/1129.0000_1134.0000.wav
